passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,wyId,foot,shortName,currentNationalTeamId
Germany,90,Roman,,Weidenfeller,,1980-08-06,190,Goalkeeper,Germany,14794,left,R. Weidenfeller,null
Germany,92,Mats ,,Hummels,2444,1988-12-16,191,Defender,Germany,14795,right,M. Hummels,3148
Poland,79,\u0141ukasz,,Piszczek,2447,1985-06-03,184,Defender,Poland,14798,right,\u0141. Piszczek,13869
C\u00f4te d'Ivoire,72,Jonathan,,Bamba,3782,1996-03-26,175,Forward,France,276944,right,J. Bamba,4425
United States,83,Neven,,Suboti\u0107,3782,1988-12-10,191,Defender,Serbia,14801,right,N. Suboti\u0107,null
Germany,78,Marvin,,Bakalorz,2455,1989-09-13,180,Midfielder,Germany,14802,right,M. Bakalorz,null
Germany,80,Sven,,Bender,2446,1989-04-27,186,Defender,Germany,14803,right,S. Bender,null
Poland,77,Jakub,,B\u0142aszczykowski,2451,1985-12-14,176,Midfielder,Poland,14804,right,J. B\u0142aszczykowski,13869
Germany,75,Mario,,G\u00f6tze,2447,1992-06-03,176,Midfielder,Germany,14806,right,M. G\u00f6tze,null
Germany,80,\u0130lkay,,G\u00fcndo\u011fan,1625,1990-10-24,180,Midfielder,Germany,14808,right,\u0130. G\u00fcndo\u011fan,3148
Croatia,80,Ivan,,Peri\u0161i\u0107,3161,1989-02-02,186,Midfielder,Croatia,14812,right,I. Peri\u0161i\u0107,9598
Japan,68,Shinji,,Kagawa,2447,1989-03-17,175,Midfielder,Japan,14816,right,S. Kagawa,12913
Poland,79,Robert,,Lewandowski,2444,1988-08-21,185,Forward,Poland,14817,right,R. Lewandowski,13869
Germany,99,Michael,,Esser,2455,1987-11-22,198,Goalkeeper,Germany,14821,right,M. Esser,null
Germany,85,Andreas,,Luthe,2481,1987-03-10,195,Goalkeeper,Germany,14822,right,A. Luthe,null
Senegal,74,Adama,,Diakhaby,19830,1996-07-05,188,Forward,France,276978,left,A. Diakhaby,4425
Senegal,73,Ferland,,Mendy,3766,1995-06-08,178,Defender,France,276979,left,F. Mendy,null
Japan,63,Takashi,,Inui,684,1988-06-02,169,Midfielder,Japan,14836,right,T. Inui,12913
Germany,76,Christoph,,Kramer,2454,1991-02-19,191,Midfielder,Germany,14838,right,C. Kramer,null
Belgium,77,Isaac,,Mbenza,3787,1996-03-08,187,Forward,France,276983,right,I. Mbenza,5635
Germany,85,Kevin,,Vogt,2482,1991-09-23,194,Defender,Germany,14842,right,K. Vogt,null
Germany,85,Daniel,,Ginczek,2445,1991-04-13,190,Forward,Germany,14845,right,D. Ginczek,null
Germany,95,Ralf,,F\u00e4hrmann,2449,1988-09-27,196,Goalkeeper,Germany,14847,right,R. F\u00e4hrmann,null
Spain,72,Sergio,,Escudero Palomo,680,1989-09-02,176,Defender,Spain,14852,left,Sergio Escudero,null
Germany,82,Benedikt,,H\u00f6wedes,3159,1988-02-29,187,Defender,Germany,14855,right,B. H\u00f6wedes,null
Greece,87,Kyriakos,,Papadopoulos,2450,1992-02-23,185,Defender,Greece,14857,right,K. Papadopoulos,12678
Germany,72,Julian,,Draxler,3767,1993-09-20,187,Midfielder,Germany,14862,right,J. Draxler,3148
Germany,83,Marco,,H\u00f6ger,2463,1989-09-16,182,Midfielder,Germany,14863,right,M. H\u00f6ger,null
England,72,Lewis Harry,,Holtby,2450,1990-09-18,176,Midfielder,Germany,14864,left,L. Holtby,null
Spain,76,Jos\u00e9 Manuel,,Jurado Mar\u00edn,691,1986-06-29,174,Midfielder,Spain,14866,right,Jurado,null
Brazil,67,F\u00e1gner,,Conserva Lemos,5656,1989-06-11,168,Defender,Brazil,40707,right,F\u00e1gner,6380
Peru,84,Jefferson Agustin,,Farf\u00e1n Guadalupe,13887,1984-10-26,178,Forward,Peru,14872,right,J. Farf\u00e1n,15594
Czech Republic,86,Jaroslav,,Drobn\u00fd,2443,1979-10-18,190,Goalkeeper,Czech Republic,14882,right,J. Drobn\u00fd,null
Germany,85,Tom,,Mickel,2450,1989-04-19,184,Goalkeeper,Germany,14883,right,T. Mickel,null
Nigeria,85,Dennis,,Aogo,2445,1987-01-14,184,Defender,Germany,14885,left,D. Aogo,null
Suriname,88,Jeffrey ,,Bruma,2451,1991-11-13,190,Defender,Netherlands,14887,right,J. Bruma,null
Germany,79,Dennis,,Diekmeier,,1989-10-20,188,Defender,Germany,14888,right,D. Diekmeier,null
Serbia,85,Gojko,,Ka\u010dar,,1987-01-26,185,Midfielder,Serbia,14900,right,G. Ka\u010dar,null
Venezuela,76,Tom\u00e1s Eduardo,,Rinc\u00f3n Hern\u00e1ndez,3185,1988-01-13,177,Midfielder,Venezuela,14903,right,T. Rinc\u00f3n,null
Italy,75,Jacopo,,Sala,3164,1991-12-05,181,Defender,Italy,14904,right,J. Sala,null
Norway,74,Per Ciljan,,Skjelbred,2457,1987-06-16,175,Midfielder,Norway,14905,right,P. Skjelbred,null
Korea Republic,77,Heung-Min,,Son,1624,1992-07-08,183,Forward,Korea Republic,14911,right,Son Heung-Min,14855
Italy,89,Diego,,Benaglio,19830,1983-09-08,194,Goalkeeper,Switzerland,14913,right,D. Benaglio,null
Switzerland,86,Marwin,,Hitz,2481,1987-09-18,193,Goalkeeper,Switzerland,14914,right,M. Hitz,null
Germany,77,Robin,,Knoche,2451,1992-05-22,190,Defender,Germany,14917,right,R. Knoche,null
Chile,77,Ricardo Iv\u00e1n,,Rodr\u00edguez Araya,3157,1992-08-25,180,Defender,Switzerland,14922,left,R. Rodr\u00edguez,6697
Germany,88,Marco,,Russ,2462,1985-08-04,190,Defender,Germany,14923,right,M. Russ,null
Japan,72,Makoto,,Hasebe,2462,1984-01-18,180,Midfielder,Japan,14929,right,M. Hasebe,12913
Germany,74,Maximilian,,Arnold,2451,1994-05-27,184,Midfielder,Germany,14938,left,M. Arnold,null
Portugal,70,Adelino Andr\u00e9 ,,Vieira Freitas,12510,1986-01-24,172,Midfielder,Portugal,14940,right,Vieirinha,null
Croatia,84,Mario,,Mand\u017euki\u0107,3159,1986-01-14,187,Forward,Croatia,14943,right,M. Mand\u017euki\u0107,9598
C\u00f4te d'Ivoire,80,Giovanni-Guy Yann,,Sio,3787,1989-03-31,180,Forward,France,14945,left,G. Sio,null
Colombia,84,Damir,,Ceter Valencia,3173,1997-11-02,187,Forward,Colombia,335634,right,D. Ceter,12436
South Africa,70,Keagan,,Dolly,3787,1993-01-22,170,Forward,South Africa,244335,left,K. Dolly,16424
Germany,82,Oliver,,Baumann,2482,1990-06-02,187,Goalkeeper,Germany,14979,right,O. Baumann,null
South Africa,76,Bongani,,Zungu,3789,1992-10-09,184,Midfielder,South Africa,244357,right,B. Zungu,16424
Germany,69,Oliver,,Sorg,2455,1990-05-29,175,Defender,Germany,14988,right,O. Sorg,null
Italy,80,Daniel,,Caligiuri,2449,1988-01-15,182,Midfielder,Germany,14989,right,D. Caligiuri,null
France,78,Fallou,,Diagne,3777,1989-08-14,185,Defender,Senegal,14990,right,F. Diagne,null
Germany,89,Matthias,,Ginter,2454,1994-01-19,191,Defender,Germany,14991,right,M. Ginter,3148
Slovakia,87,Karim,,Gu\u00e9d\u00e9,2453,1985-01-07,184,Forward,Togo,14992,right,K. Gu\u00e9d\u00e9,null
Slovakia,81,Martin,,\u0160krtel,4487,1984-12-15,191,Defender,Slovakia,7960,right,M. \u0160krtel,14496
Austria,79,Jonathan,,Schmid,2481,1990-06-26,179,Midfielder,France,14997,right,J. Schmid,null
Germany,80,Julian,,Schuster,,1985-04-15,189,Midfielder,Germany,14998,right,J. Schuster,null
Croatia,90,Ivan,,Santini,3783,1989-05-21,190,Forward,Croatia,15004,right,I. Santini,null
Germany,85,Marc-Andr\u00e9,,ter Stegen,676,1992-04-30,187,Goalkeeper,Germany,15008,right,M. ter Stegen,3148
Brazil,89,Dante Bonfim,,da Costa Santos,3775,1983-10-18,188,Defender,Brazil,15010,left,Dante,null
Norway,83,H\u00e5vard,,Nordtveit,2482,1990-06-21,188,Midfielder,Norway,15012,right,H. Nordtveit,7336
Sweden,82,Oscar,,Wendt,2454,1985-10-24,181,Defender,Sweden,15014,left,O. Wendt,null
Germany,76,Matthias,,Zimmermann,2445,1992-06-16,177,Midfielder,Germany,15015,right,M. Zimmermann,null
Germany,76,Tony,,Jantschke,2454,1990-04-07,177,Defender,Germany,15019,right,T. Jantschke,null
Australia,82,Mathew,,Leckie,2457,1991-02-04,181,Forward,Australia,15020,right,M. Leckie,8493
Germany,83,Roman Petrovich,,Neust\u00e4dter,4487,1988-02-18,188,Defender,Russia,15022,right,R. Neust\u00e4dter,null
Germany,71,Marco,,Reus,2447,1989-05-31,180,Forward,Germany,15024,right,M. Reus,3148
Germany,81,Ron-Robert,,Zieler,2445,1989-02-12,188,Goalkeeper,Germany,15032,right,R. Zieler,null
Germany,78,Konstantin,,Rausch,13889,1990-03-15,182,Defender,Russia,15039,left,K. Rausch,null
Germany,70,Manuel,,Schmiedebach,2455,1988-12-05,171,Midfielder,Germany,15050,right,M. Schmiedebach,null
Germany,80,Lars,,Stindl,2454,1988-08-26,181,Forward,Germany,15051,right,L. Stindl,null
Senegal,79,Mame Biram,,Diouf,1639,1987-12-16,185,Forward,Senegal,15054,right,M. Diouf,19314
Germany,78,Tobias,,Sippel,2454,1988-03-22,183,Goalkeeper,Germany,15061,right,T. Sippel,null
Germany,88,Kevin,,Trapp,3767,1990-07-08,189,Goalkeeper,Germany,15062,right,K. Trapp,3148
France,83,Lucas,,Tousart,3766,1997-04-29,185,Midfielder,France,342743,right,L. Tousart,4425
Peru,78,Renato Fabrizio,,Tapia Cortijo,12,1995-07-28,182,Midfielder,Peru,139075,right,R. Tapia,15594
Hungary,82,Willi,,Orban,2975,1992-11-03,186,Defender,Germany,15069,right,W. Orban,null
Turkey,71,Olcay,,\u015eahan,4488,1987-05-26,179,Midfielder,Germany,15076,right,O. \u015eahan,null
Denmark,84,Nicolai,,J\u00f8rgensen,12,1991-01-15,190,Forward,Denmark,15080,right,N. J\u00f8rgensen,7712
Germany,92,Sandro,,Wagner,2444,1987-11-29,194,Forward,Germany,15085,right,S. Wagner,null
Germany,78,Thomas,,Kraft,2457,1988-07-22,187,Goalkeeper,Germany,15090,right,T. Kraft,null
Germany,78,Christoph,,Janker,2481,1985-02-14,185,Defender,Germany,15095,right,C. Janker,null
Switzerland,70,Fabian,,Lustenberger,2457,1988-05-02,180,Defender,Switzerland,15103,right,F. Lustenberger,null
Brazil,69,Raffael,,Caetano de Ara\u00fajo,2454,1985-03-28,174,Forward,Brazil,15107,right,Raffael,null
Slovenia,85,Dominik,,Maroh,,1987-03-04,186,Defender,Germany,15122,right,D. Maroh,null
Germany,76,Marvin,,Plattenhardt,2457,1992-01-26,181,Defender,Germany,15125,left,M. Plattenhardt,3148
Germany,88,Philipp,,Wollscheid,,1989-03-06,194,Defender,Germany,15126,right,P. Wollscheid,null
Germany,78,Daniel,,Didavi,2451,1990-02-21,180,Midfielder,Germany,15129,left,D. Didavi,null
Germany,80,Mike,,Frantz,2453,1986-10-14,182,Midfielder,Germany,15131,right,M. Frantz,null
United States,84,Timothy,,Chandler,2462,1990-03-29,186,Defender,Germany,15139,right,T. Chandler,null
Germany,85,Alexander,,Esswein,2457,1990-03-25,183,Midfielder,Germany,15141,right,A. Esswein,null
Slovakia,78,R\u00f3bert,,Mak,12510,1991-03-08,179,Forward,Slovakia,15142,right,R. Mak,14496
Germany,86,Stefan,,Bell,2460,1991-08-24,192,Defender,Germany,15178,right,S. Bell,null
Germany,75,Niko,,Bungert,2460,1986-10-24,188,Defender,Germany,15179,right,N. Bungert,null
Austria,82,Julian,,Baumgartlinger,2446,1988-01-02,183,Midfielder,Austria,15188,right,J. Baumgartlinger,9109
Turkey,72,Yunus,,Mall\u0131,2451,1992-02-24,179,Midfielder,Germany,15191,right,Y. Mall\u0131,4687
Germany,66,Nicolai,,M\u00fcller,2450,1987-09-25,173,Midfielder,Germany,15192,right,N. M\u00fcller,null
Germany,78,Eugen,,Polanski,,1986-03-17,183,Midfielder,Poland,15193,right,E. Polanski,null
Germany,75,Marcel,,Risse,2463,1989-12-17,183,Midfielder,Germany,15194,right,M. Risse,null
Croatia,73,Mario,,Gavranovi\u0107,9417,1989-11-24,175,Forward,Switzerland,15199,right,M. Gavranovi\u0107,6697
Hungary,90,\u00c1d\u00e1m,,Szalai,2482,1987-12-09,193,Forward,Hungary,15200,right,\u00c1. Szalai,null
Nigeria,75,Anthony,,Ujah,2460,1990-10-14,183,Forward,Nigeria,15201,right,A. Ujah,null
Serbia,71,Antonio,,Rukavina,11042,1984-01-26,176,Defender,Serbia,15214,right,A. Rukavina,17322
Germany,68,Sebastian,,Maier,2455,1993-09-18,179,Midfielder,Germany,15225,right,S. Maier,null
Brazil,82,Jo\u00e3o Felipe,,Schmidt Urbano,3172,1993-05-19,184,Midfielder,Brazil,40767,left,Jo\u00e3o Schmidt,null
Germany,81,Kevin,,Volland,2446,1992-07-30,179,Forward,Germany,15231,left,K. Volland,null
United States,79,Bobby Shou,,Wood,2450,1992-11-15,180,Forward,United States,15232,right,B. Wood,8134
Germany,92,Thomas,,Kessler,2463,1986-01-20,197,Goalkeeper,Germany,15235,right,T. Kessler,null
Germany,72,Sebastian,,Jung,2451,1990-06-22,179,Defender,Germany,15244,right,S. Jung,null
Cape Verde Islands,80,R\u00faben Miguel,,Nunes Vezo,674,1994-04-25,182,Defender,Portugal,211853,right,R\u00faben Vezo,null
Germany,75,Matthias,,Lehmann,2463,1983-05-28,179,Midfielder,Germany,15253,right,M. Lehmann,null
Germany,96,Alexander,,Meier,,1983-01-17,196,Forward,Germany,15254,right,A. Meier,null
Switzerland,74,Pirmin,,Schwegler,2455,1987-03-09,178,Midfielder,Switzerland,15256,right,P. Schwegler,null
Germany,90,Timo,,Horn,2463,1993-05-12,192,Goalkeeper,Germany,15265,left,T. Horn,null
Italy,84,Pedro,,Tonon Geromel,5649,1985-09-21,190,Defender,Brazil,15272,right,Geromel,6380
Germany,67,Mitchell,,Weiser,2457,1994-04-21,176,Midfielder,Germany,15276,right,M. Weiser,null
Portugal,84,Andr\u00e9 Filipe,,Tavares Gomes,676,1993-07-30,188,Midfielder,Portugal,211885,right,Andr\u00e9 Gomes,null
Germany,79,Christian,,Clemens,2463,1991-08-04,179,Midfielder,Germany,15278,right,C. Clemens,null
Poland,69,S\u0142awomir,,Peszko,13559,1985-02-19,173,Midfielder,Poland,15282,right,S. Peszko,13869
Germany,70,Sascha,,Riether,2449,1983-03-23,174,Defender,Germany,15284,right,S. Riether,null
Albania,80,Odise,,Roshi,13898,1991-05-22,187,Midfielder,Albania,15285,right,O. Roshi,null
Germany,74,Mark,,Uth,2482,1991-08-24,185,Forward,Germany,15292,left,M. Uth,null
Brazil,63,Leonardo,,Bittencourt,2463,1993-12-19,171,Midfielder,Germany,15317,right,L. Bittencourt,null
Spain,78,Math\u00edas,,Olivera Miramontes,698,1997-10-31,184,Defender,Uruguay,375771,left,M. Olivera,null
Morocco,90,Anwar,,El Ghazi,3776,1995-05-03,189,Forward,Netherlands,286553,right,A. El Ghazi,null
Argentina,77,Maximiliano Eduardo,,Meza,12062,1992-12-15,180,Midfielder,Argentina,146459,right,M. Meza,12274
Germany,70,Daniel,,Brosinski,2460,1988-07-17,178,Defender,Germany,15399,right,D. Brosinski,null
Germany,78,Nicolas,,H\u00f6fler,2453,1990-03-09,181,Midfielder,Germany,15430,right,N. H\u00f6fler,null
France,73,Morgan,,Poaty,3787,1997-07-15,177,Defender,France,343116,left,M. Poaty,null
Germany,86,Max,,Gr\u00fcn,,1987-04-05,190,Goalkeeper,Germany,15444,right,M. Gr\u00fcn,null
Albania,84,M\u00ebrgim,,Mavraj,,1986-06-09,189,Defender,Germany,15449,left,M. Mavraj,null
Germany,81,Johannes,,Geis,680,1993-08-17,181,Midfielder,Germany,15455,right,J. Geis,null
Germany,79,Felix,,Klaus,2455,1992-09-13,179,Midfielder,Germany,15456,right,F. Klaus,null
France,69,Pierre,,Lees Melou,3775,1993-05-25,185,Midfielder,France,277629,right,P. Lees Melou,null
Germany,78,Janik,,Haberer,2453,1994-04-02,186,Midfielder,Germany,15487,right,J. Haberer,null
Germany,87,Marc-Oliver,,Kempf,2453,1995-01-28,186,Defender,Germany,146569,left,M. Kempf,null
Germany,86,Florian,,Niederlechner,2453,1990-10-24,186,Forward,Germany,15503,right,F. Niederlechner,null
Germany,82,Julian,,Brandt,2446,1996-05-02,183,Midfielder,Germany,146583,right,J. Brandt,3148
Germany,89,Alexander,,Stolz,2482,1983-10-13,189,Goalkeeper,Germany,15512,right,A. Stolz,null
Italy,78,Alessio,,Romagnoli,3157,1995-01-12,188,Defender,Italy,146588,left,A. Romagnoli,null
Italy,75,Federico,,Mattiello,3204,1995-07-14,182,Defender,Italy,146590,right,F. Mattiello,null
Turkey,76,Hakan,,\u00c7alhano\u011flu,3157,1994-02-08,178,Midfielder,Germany,15524,right,H. \u00c7alhano\u011flu,null
Italy,74,Marco,,Terrazzino,2453,1991-04-15,176,Forward,Germany,15533,right,M. Terrazzino,null
Germany,70,Simon,,Zoller,2463,1991-06-26,179,Forward,Germany,15543,right,S. Zoller,null
Brazil,65,Jonathan Renato,,Barbosa,3772,1991-07-10,173,Forward,Brazil,48318,right,Jonathan Cafu,null
Portugal,73,Bruno Andr\u00e9,,Cavaco Jord\u00e3o,3162,1998-10-12,180,Midfielder,Portugal,401277,right,Bruno Jord\u00e3o,9911
Tunisia,71,Bassem ,,Srarfi,3775,1997-06-25,176,Midfielder,Tunisia,408827,left,B. Srarfi,16276
Paraguay,85,Gustavo Ra\u00fal,,G\u00f3mez Portillo,5646,1993-05-06,185,Defender,Paraguay,113927,right,G. G\u00f3mez,15516
Iceland,89,Hannes \u00de\u00f3r,,Halld\u00f3rsson,12444,1987-04-27,194,Goalkeeper,Iceland,57226,right,H. Halld\u00f3rsson,7839
Uruguay,80,Mart\u00edn Andr\u00e9s,,Silva Leites,5657,1983-03-25,187,Goalkeeper,Uruguay,113995,right,M. Silva,15670
Germany,70,Marcel,,Heller,2481,1986-02-12,176,Midfielder,Germany,15695,right,M. Heller,null
Germany,86,Benjamin,,H\u00fcbner,2482,1989-07-04,193,Defender,Germany,15719,left,B. H\u00fcbner,null
Iceland,66,Albert,,Gudmundsson,10,1997-06-15,177,Forward,Iceland,216568,right,A. Gudmundsson,7839
Germany,85,Sebastian,,Langkamp,2443,1988-01-15,191,Defender,Germany,15771,right,S. Langkamp,null
Poland,72,Matthias,,Ostrzolek,2455,1990-06-05,178,Defender,Germany,15772,left,M. Ostrzolek,null
Netherlands,74,Paul,,Verhaegh,2451,1983-09-01,178,Defender,Netherlands,15775,right,P. Verhaegh,null
Germany,78,Daniel,,Baier,2481,1984-05-18,176,Midfielder,Germany,15777,right,D. Baier,null
Korea Republic,79,Ja-Cheol,,Koo,2481,1989-02-27,183,Midfielder,Korea Republic,15781,right,Ja-Cheol Koo,14855
Czech Republic,77,Jan,,Mor\u00e1vek,2481,1989-11-01,180,Midfielder,Czech Republic,15782,right,J. Mor\u00e1vek,null
Belgium,86,Koen,,Casteels,2451,1992-06-25,197,Goalkeeper,Belgium,15795,left,K. Casteels,5629
Germany,98,Tom,,Starke,,1981-03-18,194,Goalkeeper,Germany,15797,right,T. Starke,null
Germany,74,Andreas,,Beck,2445,1987-03-13,180,Defender,Russia,15798,right,A. Beck,null
United States,74,Fabian,,Johnson,2454,1987-12-11,183,Midfielder,Germany,15804,right,F. Johnson,8134
Denmark,98,Jannik,,Vestergaard,1619,1992-08-03,199,Defender,Denmark,15806,right,J. Vestergaard,7712
Brazil,76,Roberto Firmino,,Barbosa de Oliveira,1612,1991-10-02,181,Forward,Brazil,15808,right,Roberto Firmino,6380
Germany,67,Dominik,,Kaiser,2975,1988-09-16,171,Midfielder,Germany,15810,right,D. Kaiser,null
Germany,74,Sebastian,,Rudy,2444,1990-02-28,180,Midfielder,Germany,15811,right,S. Rudy,3148
Bosnia-Herzegovina,79,Sejad,,Salihovi\u0107,,1984-10-08,182,Midfielder,Bosnia-Herzegovina,15812,left,S. Salihovi\u0107,null
Germany,77,Tobias,,Strobl,2454,1990-05-12,188,Midfielder,Germany,15813,right,T. Strobl,null
Germany,84,Sven,,Schipplock,2450,1988-11-08,186,Forward,Germany,15821,right,S. Schipplock,null
Italy,73,Federico,,Ricca Rostagnol,683,1994-12-01,178,Defender,Uruguay,278007,left,F. Ricca,null
Germany,80,Andr\u00e9,,Hahn,2450,1990-08-13,185,Forward,Germany,15877,right,A. Hahn,null
Italy,75,Erick Cathriel,,Cabaco Almada,695,1995-04-19,186,Defender,Uruguay,278049,right,E. Cabaco,null
Italy,72,Luiz Felipe,,Ramos Marchi,3162,1997-03-22,187,Defender,Brazil,376362,right,Luiz Felipe,null
Germany,91,Jens,,Grahl,2445,1988-09-22,192,Goalkeeper,Germany,15924,right,J. Grahl,null
Italy,68,Diego,,Demme,2975,1991-11-21,170,Midfielder,Germany,15937,right,D. Demme,null
Germany,73,Lukas,,Rupp,2482,1991-01-08,178,Midfielder,Germany,15942,right,L. Rupp,null
Germany,85,Ermin,,Bi\u010dak\u010di\u0107,2482,1990-01-24,185,Defender,Bosnia-Herzegovina,15952,right,E. Bi\u010dak\u010di\u0107,null
Croatia,81,Tin,,Jedvaj,2446,1995-11-28,184,Defender,Croatia,212604,right,T. Jedvaj,9598
Brazil,70,William,,de Asevedo Furtado,2451,1995-04-03,172,Defender,Brazil,343685,right,William,null
Germany,93,Philipp,,Tschauner,2455,1985-11-03,196,Goalkeeper,Germany,16010,right,P. Tschauner,null
Germany,76,Max,,Kruse,2443,1988-03-19,180,Forward,Germany,16025,left,M. Kruse,null
Congo,63,Merveille Valthy Streeker,,Ndockyt,698,1998-07-20,178,Midfielder,Congo,376474,right,M. Ndockyt,null
Germany,69,Fin,,Bartels,2443,1987-02-07,176,Midfielder,Germany,16027,right,F. Bartels,null
Italy,76,Gonzalo,,Escalante,701,1993-03-27,182,Midfielder,Argentina,212644,right,G. Escalante,null
Germany,83,Simon,,Terodde,2463,1988-03-02,192,Forward,Germany,16094,right,S. Terodde,null
France,76,Rona\u00ebl,,Pierre-Gabriel,3782,1998-06-13,177,Defender,France,396616,right,R. Pierre-Gabriel,4425
Slovenia,67,Kevin,,Kampl,2975,1990-10-09,178,Midfielder,Germany,16110,right,K. Kampl,null
Austria,89,Robert,,Almer,,1984-03-20,194,Goalkeeper,Austria,16126,left,R. Almer,null
Morocco,69,Munir,,El Haddadi Mohamed,696,1995-09-01,175,Forward,Spain,278278,left,Munir,null
Spain,71,Aritz,,Elustondo Irribaria,687,1994-03-28,180,Defender,Spain,278288,right,Aritz Elustondo,null
Spain,66,\u00c1lvaro,,Odriozola Arzallus,675,1995-12-14,175,Defender,Spain,278289,right,Odriozola,1598
Australia,70,Robbie,,Kruse,2448,1988-10-05,179,Forward,Australia,16151,right,R. Kruse,8493
Germany,81,Patric,,Klandt,2453,1983-09-29,184,Goalkeeper,Germany,16154,right,P. Klandt,null
Spain,88,Jorge,,Ruiz Ojeda,695,1995-09-27,188,Goalkeeper,Spain,278316,right,Koke,null
Spain,85,David,,Soria Sol\u00eds,680,1993-04-04,192,Goalkeeper,Spain,278320,right,David Soria,null
Cape Verde Islands,85,Steven,,Fort\u00e8s,3780,1992-04-17,192,Defender,France,270306,right,Steven Fort\u00e8s,null
Italy,78,Gabriele,,Marchegiani,,1996-06-03,183,Goalkeeper,Italy,343915,right,G. Marchegiani,null
Spain,62,\u00c1lvaro Jos\u00e9,,Jim\u00e9nez Guerrero,,1995-05-19,176,Midfielder,Spain,278383,right,\u00c1lvaro Jim\u00e9nez,null
Italy,64,Daniele,,Verde,3194,1996-06-20,168,Forward,Italy,343925,left,D. Verde,3763
Germany,86,Jan,,Zimmermann,2462,1985-04-19,190,Goalkeeper,Germany,16287,left,J. Zimmermann,null
Germany,78,Danny,,Latza,2460,1989-12-07,179,Midfielder,Germany,16303,right,D. Latza,null
Peru,74,Christian Guillermo Mart\u00edn,,Ramos Garagay,16470,1988-11-04,185,Defender,Peru,114617,right,C. Ramos,15594
Peru,72,Christopher Paolo C\u00e9sar,,Hurtado Huertas,4498,1990-07-27,176,Midfielder,Peru,114624,right,P. Hurtado,15594
Russia,84,Sergei,,Ignashevich,,1979-07-14,187,Defender,Russia,101583,right,S. Ignashevich,14358
Denmark,82,Kasper,,Dolberg,9,1997-10-06,187,Forward,Denmark,281254,right,K. Dolberg,7712
Spain,81,Unai,,N\u00fa\u00f1ez Gestoso,678,1997-01-30,186,Defender,Spain,344068,right,Unai N\u00fa\u00f1ez,1604
Spain,74,I\u00f1igo,,C\u00f3rdoba Kerejeta,678,1997-03-13,180,Midfielder,Spain,344075,left,I\u00f1igo C\u00f3rdoba,1604
Peru,80,Luis Jan Piers,,Adv\u00edncula Castrill\u00f3n,713,1990-03-02,178,Defender,Peru,114709,right,L. Adv\u00edncula,15594
